order_id,order_date,customer_id,product_id,city,category,amount_inr,status,rating
389,2026-03-25,25,24,Hyderabad,Snacks & Beverages,140,Delivered,5
390,2026-06-12,17,23,Hyderabad,snacks & beverages,140,Delivered,5
391,2026-04-15,47,24,Mumbai,Snacks & Beverages,140,Delivered,
392,2026-02-12,27,21, hyderabad ,Snacks & Beverages,140,Cancelled,5
393,2026-02-24,2,23,Pune,Snacks & Beverages,140,Delivered,5
394,2026-05-19,19,22,Bengaluru,Snacks & Beverages,140,Delivered,2
395,2026-03-08,37,22,Bengaluru,snacks & beverages,140,Delivered,4
396,2026-05-21,17,24, hyderabad ,Snacks & Beverages,140,Delivered,4
397,2026-04-06,11,22,Hyderabad,Snacks & Beverages,139,Delivered,5
398,2026-04-06,34,21,Mumbai,Snacks & Beverages,140,Cancelled,1
399,2026-06-02,27,22,Mumbai,Snacks & Beverages,139,Delivered,2
400,2026-01-23,1,22, pune ,snacks & beverages,139,Delivered,5
401,2026-04-12,40,25,Mumbai,Snacks & Beverages,140,Delivered,4
402,2026-06-16,1,25,Mumbai,Snacks & Beverages,140,Delivered,5
403,2026-04-01,34,23,Mumbai,Snacks & Beverages,140,Delivered,5
404,2026-03-01,12,21, bengaluru ,Snacks & Beverages,139,Delivered,1
405,2026-05-05,13,25,Pune,snacks & beverages,140,Delivered,5
406,2026-03-27,18,24,Hyderabad,Snacks & Beverages,140,Delivered,1
407,2026-03-13,37,22,Bengaluru,Snacks & Beverages,,Delivered,2
408,2026-03-22,42,21, mumbai ,Snacks & Beverages,140,Delivered,
409,2026-04-13,36,24,Bengaluru,Snacks & Beverages,140,Delivered,1
410,2026-06-01,6,24,Pune,snacks & beverages,139,Delivered,4
411,2026-06-26,37,21,Hyderabad,Snacks & Beverages,140,Delivered,5
412,2026-01-08,45,25, pune ,Snacks & Beverages,139,Delivered,4
413,2026-03-02,44,23,Mumbai,Snacks & Beverages,140,Delivered,5
414,2026-05-22,12,23,Mumbai,Snacks & Beverages,139,Delivered,1
415,2026-02-19,49,24,Pune,snacks & beverages,140,Delivered,1
416,2026-05-17,44,29, pune ,Fruits & Vegetables,115,Delivered,2
417,2026-02-09,18,29,Hyderabad,Fruits & Vegetables,115,Delivered,2
418,2026-01-06,18,29,Bengaluru,Fruits & Vegetables,116,Pending,3
419,2026-04-26,24,28,Mumbai,Fruits & Vegetables,115,Delivered,2
420,2026-06-21,39,30, bengaluru ,fruits & vegetables,115,Pending,2
421,2026-04-04,20,26,Pune,Fruits & Vegetables,115,Delivered,4
422,2026-03-27,22,29,Bengaluru,Fruits & Vegetables,115,Delivered,3
423,2026-04-27,20,28,Pune,Fruits & Vegetables,115,Delivered,5
424,2026-06-07,21,27, bengaluru ,Fruits & Vegetables,115,Delivered,4
425,2026-03-10,37,27,Bengaluru,fruits & vegetables,115,Delivered,
426,2026-04-09,24,26,Bengaluru,Fruits & Vegetables,115,Delivered,5
427,2026-02-19,44,30,Pune,Fruits & Vegetables,115,Delivered,1
428,2026-06-15,29,28, pune ,Fruits & Vegetables,115,Delivered,1
429,2026-04-22,9,28,Bengaluru,Fruits & Vegetables,115,Delivered,2
430,2026-03-22,46,29,Pune,fruits & vegetables,116,Delivered,4
431,2026-01-15,38,29,Bengaluru,Fruits & Vegetables,115,Delivered,5
432,2026-05-28,35,26, bengaluru ,Fruits & Vegetables,115,Delivered,3
433,2026-06-26,7,27,Mumbai,Fruits & Vegetables,115,Delivered,3
434,2026-02-21,37,29,Mumbai,Fruits & Vegetables,115,Delivered,3
435,2026-04-04,7,28,Mumbai,fruits & vegetables,115,Delivered,2
436,2026-05-24,29,28, pune ,Fruits & Vegetables,115,Delivered,4
437,2026-04-25,23,26,Pune,Fruits & Vegetables,115,Delivered,4
438,2026-01-10,6,26,Bengaluru,Fruits & Vegetables,116,Delivered,2
439,2026-03-10,30,27,Hyderabad,Fruits & Vegetables,115,Delivered,5
440,2026-04-12,7,29, bengaluru ,fruits & vegetables,116,Delivered,4
441,2026-03-03,3,26,Hyderabad,Fruits & Vegetables,115,Delivered,1
442,2026-03-21,44,27,Mumbai,Fruits & Vegetables,115,Delivered,
443,2026-05-06,22,30,Pune,Fruits & Vegetables,116,Delivered,4
444,2026-04-08,41,27, bengaluru ,Fruits & Vegetables,,Delivered,2
445,2026-06-22,26,26,Bengaluru,fruits & vegetables,115,Delivered,5
446,2026-02-15,25,26,Bengaluru,Fruits & Vegetables,115,Delivered,2
447,2026-02-09,37,26,Mumbai,Fruits & Vegetables,115,Delivered,5
448,2026-02-12,13,29, hyderabad ,Fruits & Vegetables,116,Delivered,1
449,2026-03-22,34,28,Bengaluru,Fruits & Vegetables,115,Delivered,5
450,2026-04-20,38,26,Bengaluru,fruits & vegetables,115,Delivered,3
451,2026-03-28,40,27,Bengaluru,Fruits & Vegetables,115,Delivered,3
452,2026-05-19,44,27, mumbai ,Fruits & Vegetables,99999,Delivered,3
453,2026-01-08,8,27,Hyderabad,Fruits & Vegetables,115,Delivered,3
454,2026-06-05,27,30,Bengaluru,Fruits & Vegetables,115,Delivered,2
455,2026-05-13,12,29,Bengaluru,fruits & vegetables,115,Delivered,5
456,2026-06-21,36,27, pune ,Fruits & Vegetables,115,Delivered,4
457,2026-03-05,21,29,Pune,Fruits & Vegetables,115,Delivered,5
458,2026-01-28,1,29,Hyderabad,Fruits & Vegetables,115,Delivered,2
459,2026-02-27,36,30,Bengaluru,Fruits & Vegetables,116,Delivered,
460,2026-04-22,27,29, bengaluru ,fruits & vegetables,115,Delivered,4
461,2026-02-03,49,27,Mumbai,Fruits & Vegetables,115,Delivered,3
462,2026-01-09,35,28,Pune,Fruits & Vegetables,115,Delivered,2
463,2026-04-19,36,30,Bengaluru,Fruits & Vegetables,116,Delivered,1
464,2026-05-04,50,30, hyderabad ,Fruits & Vegetables,115,Delivered,3
465,2026-05-27,49,29,Mumbai,fruits & vegetables,115,Delivered,5
466,2026-02-14,48,27,Mumbai,Fruits & Vegetables,115,Delivered,3
467,2026-01-15,23,26,Hyderabad,Fruits & Vegetables,115,Delivered,4
468,2026-01-25,14,30, pune ,Fruits & Vegetables,116,Delivered,3
469,2026-06-20,11,30,Bengaluru,Fruits & Vegetables,115,Delivered,2
470,2026-02-27,4,30,Pune,fruits & vegetables,115,Delivered,3
471,2026-05-09,21,28,Pune,Fruits & Vegetables,115,Delivered,3
472,2026-05-09,9,29, mumbai ,Fruits & Vegetables,115,Delivered,1
473,2026-03-28,45,27,Pune,Fruits & Vegetables,116,Delivered,2
474,2026-02-23,16,29,Hyderabad,Fruits & Vegetables,115,Delivered,4
475,2026-02-19,41,29,Hyderabad,fruits & vegetables,115,Delivered,4
476,2026-04-03,26,30, mumbai ,Fruits & Vegetables,115,Delivered,
477,2026-06-12,32,28,Bengaluru,Fruits & Vegetables,115,Cancelled,5
478,2026-01-28,47,29,Mumbai,Fruits & Vegetables,115,Delivered,3
479,2026-01-26,14,29,Bengaluru,Fruits & Vegetables,116,Delivered,2
480,2026-04-09,19,28, hyderabad ,fruits & vegetables,115,Delivered,5
481,2026-05-05,22,26,Bengaluru,Fruits & Vegetables,,Delivered,1
482,2026-01-21,2,26,Bengaluru,Fruits & Vegetables,115,Delivered,2
483,2026-04-15,28,27,Mumbai,Fruits & Vegetables,116,Delivered,2
484,2026-06-10,18,26, pune ,Fruits & Vegetables,115,Delivered,3
485,2026-03-03,43,27,Hyderabad,fruits & vegetables,115,Delivered,1
486,2026-04-21,47,27,Hyderabad,Fruits & Vegetables,116,Delivered,4
487,2026-06-03,1,27,Mumbai,Fruits & Vegetables,116,Delivered,4
488,2026-01-05,34,29, pune ,Fruits & Vegetables,115,Delivered,1
489,2026-01-23,8,29,Hyderabad,Fruits & Vegetables,115,Delivered,2
490,2026-04-03,25,26,Pune,fruits & vegetables,116,Delivered,1
491,2026-01-11,20,27,Hyderabad,Fruits & Vegetables,115,Delivered,4
492,2026-02-21,5,30, pune ,Fruits & Vegetables,115,Delivered,5
493,2026-01-20,29,28,Pune,Fruits & Vegetables,115,Delivered,
494,2026-06-24,27,30,Pune,Fruits & Vegetables,115,Delivered,4
495,2026-02-03,9,26,Mumbai,fruits & vegetables,115,Delivered,5
496,2026-06-13,28,28, hyderabad ,Fruits & Vegetables,115,Cancelled,2
497,2026-02-09,16,30,Mumbai,Fruits & Vegetables,115,Delivered,5
498,2026-05-24,50,26,Hyderabad,Fruits & Vegetables,115,Delivered,3
499,2026-02-17,48,29,Pune,Fruits & Vegetables,115,Delivered,3
500,2026-06-02,32,29, pune ,fruits & vegetables,115,Pending,1
